tempo,chroma_stft,spectral_centroid,label
92.28515625,0.22373830597598895,2192.798091164326,0
161.4990234375,0.2841730455239421,1534.0649775815205,0
143.5546875,0.20811288763962318,1396.8242648287155,0
95.703125,0.31289954089595506,1680.0882644413368,0
123.046875,0.25857228884109024,1173.6583080518985,0
67.99958881578948,0.22521197942744986,715.1893204778178,0
95.703125,0.2840176228179304,1184.632142061296,0
89.10290948275862,0.2563949682674902,1358.897902739857,0
99.38401442307692,0.2614892978768399,1372.8258066922585,0
184.5703125,0.2899787266101455,1953.0485341566464,0
103.359375,0.22232406113703715,1494.115744483692,0
143.5546875,0.2176269911932264,789.6016070365972,0
151.99908088235293,0.2669036999837227,1213.8723064679195,0
135.99917763157896,0.2931424425931261,1932.858343454793,0
161.4990234375,0.2629471904228456,1313.6988926998818,0
129.19921875,0.29734244840522867,1184.0803873157922,0
151.99908088235293,0.319262861613075,1016.2794101985551,0
123.046875,0.2682129872414635,1329.251894109989,0
107.666015625,0.23928239549690788,1281.7708462575204,0
129.19921875,0.19095671363637165,1063.153305525641,0
99.38401442307692,0.21731990873655652,2423.3928713375903,0
151.99908088235293,0.25334953377415353,1253.1741159398432,0
80.74951171875,0.2521132186176995,1181.0215862992002,0
95.703125,0.2523910772442057,1505.299011801581,0
117.45383522727273,0.2446658227850671,852.9122973003556,0
89.10290948275862,0.3202247270288509,1474.8033835452404,0
129.19921875,0.3467975225620292,1878.6445743423567,0
78.30255681818181,0.1865637469690805,1079.4489813722073,0
184.5703125,0.3690083399148549,1424.0137458217055,0
95.703125,0.33386260020351444,1524.906760869059,0
161.4990234375,0.2708148564587254,1633.5347587817193,0
112.34714673913044,0.30315934792957566,822.2634339911334,0
172.265625,0.2604831124597395,1340.2706428191875,0
95.703125,0.26715585465960234,983.6863867166007,0
129.19921875,0.21632836159433178,1211.2963352101176,0
117.45383522727273,0.2505864517403995,1396.6912386576882,0
95.703125,0.3194681207720477,1712.4460758864268,0
69.83741554054055,0.2366658041906498,1349.415927727444,0
99.38401442307692,0.31215769769166035,1356.373033141779,0
143.5546875,0.2656965276731936,1137.9542403275434,0
117.45383522727273,0.28279743349110176,1415.0792102867356,0
161.4990234375,0.2231708008860159,1705.7046109371424,0
95.703125,0.21581267748775504,2172.340940607677,0
135.99917763157896,0.18703242600552045,794.9184861016782,0
123.046875,0.20716326061312468,828.7544422717997,0
143.5546875,0.3039280260118728,1128.2640221625,0
99.38401442307692,0.21920908834659472,1054.4895874737006,0
95.703125,0.18116113915082585,1807.4611780311006,0
103.359375,0.2450150871847653,1497.19663930326,0
143.5546875,0.267353393999255,1118.2275065852268,0
99.38401442307692,0.2778652264123503,1490.0348101512684,0
83.35433467741936,0.21658367465267556,1371.5609989669474,0
161.4990234375,0.24423929847771836,1355.7979175630267,0
184.5703125,0.23627931524205503,1175.77635010945,0
107.666015625,0.28615873151480525,1170.0747483361945,0
89.10290948275862,0.1989257687629033,1118.1087949480986,0
161.4990234375,0.3879492114780825,2411.938717521315,0
161.4990234375,0.23907887052773066,1157.8898583070854,0
86.1328125,0.22754520289469768,1800.7078431571479,0
95.703125,0.23565796300832662,1179.9086542698356,0
103.359375,0.28313388341844414,792.8999210790028,0
103.359375,0.294134905374451,1302.6624548505915,0
161.4990234375,0.24564557854872632,1278.6010872598467,0
135.99917763157896,0.2469353608378584,1558.8139525993831,0
117.45383522727273,0.2783489161729043,1243.7180205218954,0
135.99917763157896,0.26676021710241693,1371.2835660918865,0
107.666015625,0.30965275368269274,1525.6192929968347,0
215.33203125,0.3045775929374737,1465.4818859539198,0
151.99908088235293,0.24305636777760317,949.4608319703761,0
123.046875,0.30524437147298267,1803.6217556700267,0
71.77734375,0.23423604211109758,1526.6470666771077,0
215.33203125,0.2765292107528116,1358.918358314813,0
103.359375,0.31158687295663184,2224.870163945009,0
107.666015625,0.25379293674789416,1751.2714172256217,0
172.265625,0.2965467697430653,1515.5620851292708,0
95.703125,0.22677479172796375,690.0759016323168,0
143.5546875,0.437909369654619,972.0335266926402,0
151.99908088235293,0.2944101425092494,1279.0416614368514,0
143.5546875,0.26858156666119753,1431.42756079484,0
198.76802884615384,0.26172817140429244,1327.3144253859778,0
83.35433467741936,0.2572746844997554,1559.7218519280827,0
117.45383522727273,0.2174214318772323,1171.7185034773229,0
135.99917763157896,0.3813942458797006,1527.629815786948,0
129.19921875,0.23211412889809035,1388.0349951135427,0
112.34714673913044,0.21506379984781412,1360.408353876963,0
143.5546875,0.23408577815707446,1279.6145776785577,0
161.4990234375,0.23742621913410406,1359.9053069250142,0
135.99917763157896,0.22694791218362242,1623.8593881098127,0
234.90767045454547,0.27047823949334804,1216.2937624027427,0
123.046875,0.2740457403003471,1369.6275534158563,0
107.666015625,0.2762923262713395,1211.1999519830022,0
123.046875,0.274433506287315,876.8756125963563,0
161.4990234375,0.21901544686703367,811.6796466764333,0
117.45383522727273,0.28258672394088136,1551.6471444255078,0
135.99917763157896,0.24070489764777928,901.8344805273017,0
143.5546875,0.2690645431957962,1218.2905079495242,0
117.45383522727273,0.2794206402749164,1284.9217749388183,0
151.99908088235293,0.2816698369210289,1322.0264163532718,0
135.99917763157896,0.25477357141573476,1516.6262193385692,0
112.34714673913044,0.24549077769074693,1001.400438764717,0
117.45383522727273,0.4215710921631804,1988.1203738109068,1
92.28515625,0.5020553222132336,2743.3928113977017,1
117.45383522727273,0.37910798985209476,2099.0808075082346,1
135.99917763157896,0.48117546267583683,2789.2851471622853,1
172.265625,0.6050222945219242,2803.257354660647,1
151.99908088235293,0.5813570656095233,2939.523998386432,1
86.1328125,0.47984924845603205,2807.9882845618395,1
112.34714673913044,0.4787778747133939,2410.924796851622,1
123.046875,0.445083082096448,2339.897531491901,1
107.666015625,0.5092402075126747,2709.6820770240643,1
143.5546875,0.46150450949027866,2459.371553426838,1
112.34714673913044,0.44827876562834873,2068.6635251087446,1
129.19921875,0.43654019826576723,2463.469918109462,1
143.5546875,0.49636849864080684,2792.558751333963,1
99.38401442307692,0.5243840195139541,2980.152834176731,1
151.99908088235293,0.476896883719205,2922.8385503757477,1
95.703125,0.4384885655093783,2683.416291710845,1
151.99908088235293,0.5291306282198569,2445.2268406659396,1
143.5546875,0.5272298058900713,2576.0418102130357,1
99.38401442307692,0.49587414339384817,2658.1851594447485,1
107.666015625,0.47705800077810706,2889.4023210736655,1
95.703125,0.516697527577677,3338.733175737807,1
117.45383522727273,0.46658793544586585,2964.6066307239516,1
161.4990234375,0.46306389179589674,2302.6782853240475,1
107.666015625,0.5092402075126747,2709.6820770240643,1
117.45383522727273,0.501569948859298,2836.8788508471944,1
151.99908088235293,0.5525810554368489,2877.354753661302,1
95.703125,0.4384885655093783,2683.416291710845,1
61.5234375,0.42997458442106123,2389.388001727635,1
117.45383522727273,0.3419783289209429,2090.2795992059705,1
99.38401442307692,0.5336255140140723,2815.482377902392,1
129.19921875,0.4747660975161621,2398.3632987706724,1
117.45383522727273,0.456040406316669,2269.1413938457786,1
151.99908088235293,0.48045661091325076,2522.6392114209066,1
184.5703125,0.5418471191394912,3048.3914951144484,1
161.4990234375,0.5337318725364599,2716.8912073055953,1
112.34714673913044,0.5552331653768242,2699.5738516520305,1
107.666015625,0.5169283624223493,3401.373581607958,1
117.45383522727273,0.45742549988415054,2340.616118627699,1
99.38401442307692,0.5555425492928365,2291.228694327768,1
172.265625,0.4850371053211079,2986.7051617902894,1
107.666015625,0.58097379871507,2656.261185872393,1
161.4990234375,0.40692498015587036,2707.4994434805944,1
95.703125,0.470335177869948,2690.6399880359695,1
123.046875,0.5132063930019514,2378.335749623547,1
151.99908088235293,0.5100642979831854,2241.314038047465,1
135.99917763157896,0.3698719499576068,2218.426021983524,1
135.99917763157896,0.46907902844222576,2254.281419425893,1
135.99917763157896,0.46547753270918607,2384.6742827890444,1
117.45383522727273,0.4695709015145354,2760.3193043550286,1
135.99917763157896,0.6347616686392776,3403.1019046851966,1
143.5546875,0.4299682807058449,2641.9436605759056,1
61.5234375,0.42997458442106123,2389.388001727635,1
112.34714673913044,0.43248801773383816,2198.5345492453803,1
107.666015625,0.46351101193512895,3010.816263137812,1
143.5546875,0.519034344527237,2685.803359780835,1
99.38401442307692,0.48713205373480734,2751.9089641030187,1
151.99908088235293,0.4557414034648805,1443.6785820392429,1
123.046875,0.5102223205630959,3114.231609541995,1
129.19921875,0.43654019826576723,2463.469918109462,1
117.45383522727273,0.456040406316669,2269.1413938457786,1
161.4990234375,0.5108925661244605,2699.981625338088,1
143.5546875,0.5163680160437392,2375.8125952130194,1
123.046875,0.4834942783526309,2723.6150949237185,1
99.38401442307692,0.4677574734015626,2442.645580468767,1
117.45383522727273,0.4825692379464689,2795.6057217889806,1
135.99917763157896,0.6362045020187148,3047.82371282636,1
129.19921875,0.4623546104742032,1525.0171267053897,1
123.046875,0.44082918359617906,2955.272094385816,1
151.99908088235293,0.440919989509437,2741.1181141480697,1
89.10290948275862,0.42688473381024766,2141.6087662279615,1
151.99908088235293,0.5176622885147643,2138.076590702687,1
129.19921875,0.48765354536504524,2718.5579417970253,1
135.99917763157896,0.4462108753845624,2566.80363492006,1
112.34714673913044,0.5271232550523008,2250.756103631523,1
161.4990234375,0.497086151251155,2848.068677277798,1
117.45383522727273,0.43643411897703,2502.472776909299,1
123.046875,0.434247775787399,2628.9877909766137,1
103.359375,0.44098775710198446,2646.9473439709695,1
135.99917763157896,0.39581654683073886,2292.322765769251,1
172.265625,0.4990522939102496,3108.569418637931,1
89.10290948275862,0.5404790249075361,2315.897706968415,1
123.046875,0.4925501048148645,2907.028574013829,1
92.28515625,0.38015094383039116,2323.7155891603784,1
172.265625,0.4439694409955377,2644.707344854433,1
103.359375,0.43100672150936925,2908.1968535778014,1
95.703125,0.4877998814503983,3274.342156991105,1
117.45383522727273,0.41457844724111603,2742.990786809419,1
123.046875,0.4800558933834489,2029.736703706102,1
112.34714673913044,0.502429194598137,2987.1640044032133,1
129.19921875,0.48454595092597214,2871.2356411968262,1
123.046875,0.43395972955907924,3237.5339087045945,1
161.4990234375,0.518543331905597,2493.918560285705,1
151.99908088235293,0.42252049033800754,2464.470948321968,1
161.4990234375,0.40692498015587036,2707.4994434805944,1
107.666015625,0.525430686582465,3046.671496716164,1
112.34714673913044,0.4919150161321528,1983.2643140167763,1
161.4990234375,0.4540494411086271,1741.0973179394814,1
123.046875,0.4724938455866847,2710.01459576383,1
117.45383522727273,0.4695709015145354,2760.3193043550286,1
